Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3fdaecd7c44e83e2aa747e4e75aca5e563b705bc54a3d5a6d9544bc42240b903,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.187114,50.262966,On or near Parking Area,E01018820,Cornwall 047D,Offender given a caution
8a974b1c079b1a14947e40aef2a414899f4d73e6810fde468ce386557f9ea767,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.477985,50.907482,On or near SIDDALLS GARDENS,E01020065,Mid Devon 004C,Unable to prosecute suspect
23611c7f908bf3aef422696c320d8bd495f928b23008705382b7f3f729e533c7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.527429,50.463878,On or near ROCK ROAD,E01015256,Torbay 008C,Offender given a caution
6788ca9257002043174768b474f880a5704e249f41aec669cbf3dc1802fcf777,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.098047,50.353018,On or near MITCHELL CLOSE,E01015141,Plymouth 031F,Unable to prosecute suspect
c917cc542f92d7719039d780bb81274bd174fb2a8f393ae913c146a8ee792167,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.776921,50.481497,On or near FORE STREET,E01020199,Teignbridge 017E,Unable to prosecute suspect
0a4ebf47bc23b6034e222aed0c78c5b4494cd8c738bd6e285db3fa57be203fef,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.282651,50.872121,On or near Park/Open Space,E01020056,Mid Devon 008C,Unable to prosecute suspect
8a685e84391c66686aaaaacc138d494582b47359619e589e05fa711c4bf5520e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.163136,50.412078,On or near ASHBURNHAM ROAD,E01015085,Plymouth 006A,Unable to prosecute suspect
523385867a439433f053e79bb46ff5bf421ce8f14d1ede162560e1e458f37205,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.163136,50.412078,On or near ASHBURNHAM ROAD,E01015085,Plymouth 006A,Unable to prosecute suspect
645d738d8d70bde4a2eab6954bb5bea27c872efb1523e1c96e2b59182e357015,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.168370,50.399694,On or near DUNKESWELL CLOSE,E01015073,Plymouth 013B,Unable to prosecute suspect
d181b6baf421f63fa95287de8edd5931454f18d513cc5cb5c4a8bcb11d4b0ca3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.151155,50.378760,On or near AMHERST ROAD,E01015169,Plymouth 024A,Offender given a caution
d17b991ccdb3273089efbfb7451120ec595fff955e060ee1a6339b37fbbc01dc,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.775894,50.286892,On or near Parking Area,E01020169,South Hams 010B,Investigation complete; no suspect identified
aa1fb16125aea55ea75732fbe14fee996a2d4c3ee69339961490bb8b63bbb24f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.071196,50.705646,On or near CROSS STREET,E01019947,East Devon 010B,Investigation complete; no suspect identified
69b4d98092b87422b90ae03887d56ee5c6526c90de91a8ff34920cdd2d2eef20,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.202901,49.971346,On or near PER KITHEN,E01018881,Cornwall 073A,Investigation complete; no suspect identified
e200c51d463fb18a06458dedc57c0a5ab52ed56fd39ef63e35d59385c8143076,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.371969,50.890727,On or near LEA VIEW,E01020064,Mid Devon 006D,Investigation complete; no suspect identified
c99e9f84d5bce1d100e876f6f57d6b113179a8ac9534c7e3e94fd8a5ca7e7999,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.162315,50.376718,On or near VALLETORT ROAD,E01015173,Plymouth 024C,Investigation complete; no suspect identified
518aecd5dbd811dc1c5471d8a48bd16689cc5bde628e6c5ebb5320673af620e5,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.767082,50.237702,On or near NORMANDY WAY,E01020173,South Hams 012B,Investigation complete; no suspect identified
762679bfab1fb37fcf5a13310ad0c5e3a47d30325c7340d6106aab1daececb55,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.530741,50.721713,On or near BEAR STREET,E01020016,Exeter 008C,Investigation complete; no suspect identified
8b3ce30063e430fb95e938db85531b1fd4b3b2de979fdbe6bdc55b0cf24164ed,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.538461,50.494248,On or near LANGFORD CRESCENT,E01015265,Torbay 001D,Investigation complete; no suspect identified
4abfece91c7a4b4cd67d2137e9e5c1d13ade9142e3a225e70790f76a79013b4b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.520061,50.474901,On or near ALL SAINTS' ROAD,E01015216,Torbay 006C,Investigation complete; no suspect identified
b331b418a07f44e73b6aa544bbf0b025e1b3a504413aa4d2f024c06e12925f5f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.154416,50.369409,On or near Supermarket,E01015157,Plymouth 029D,Suspect charged
d6832fc2a8f67fa1e2a9c3592433e4dac70d9a13703aee34208e141919591719,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.136596,50.377167,On or near SKARDON PLACE,E01015050,Plymouth 023D,Unable to prosecute suspect
70844a1e4b4468bbda602b0dd5938fc3382d512901aa3d768651866f68e6a891,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.205215,50.209014,On or near Sports/Recreation Area,E01018916,Cornwall 050A,Unable to prosecute suspect
37444149f62e02d61a50b0916efdd028639e3dd1e5bedfcc2d92b7fef399aeac,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.128165,50.389608,On or near ROSEVEAN GARDENS,E01015036,Plymouth 016C,Unable to prosecute suspect
57a5987504c91be66b1ebc1817936d8f7ca69024ac420c790b685080562cf6c1,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.163906,50.360391,On or near Parking Area,E01015157,Plymouth 029D,Investigation complete; no suspect identified
413e6f0bf45a27d5aebbf6287a0fc120d235f2cae6c0300eb2d9cd2254584008,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.523220,50.468376,On or near ROSEHILL ROAD,E01015270,Torbay 010D,Suspect charged
0a1b64f37ee5e79ce4caa0532d0f23e0618b25f7409557e8853a0439b4c38f07,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.363295,50.640499,On or near STATION ROAD,E01018950,Cornwall 005E,Unable to prosecute suspect
e9eb085e94bb94e381fe6c3d1b7dbb6938f38a8ed2e116501d9e49df6c310e7b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.159579,50.395756,On or near KENILWORTH ROAD,E01015079,Plymouth 011C,Unable to prosecute suspect
b8423cd4ee9a4102e846bcb76a1c1e740e85b3224382eeb9dc2791352c377ded,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.108761,50.417430,On or near DAVY ROAD,E01015092,Plymouth 005C,Suspect charged
14e1566fd10b4bc0b1b54ec63f5d5a0a2e0c9da23bba559d1c32ef6c79db1112,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.519495,50.724882,On or near LOWER SUMMERLANDS,E01019995,Exeter 008B,Unable to prosecute suspect
4238db9d54f4341ec1d2e138065b3e4a1ecad955b3c497afc24760750f3ef140,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529774,50.466266,On or near LOWER UNION LANE,E01015256,Torbay 008C,Suspect charged
60fd3cb083556aa020caf76efe86c6b298198d46f8ebf1925cf8cb67b9fb9ad7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.087424,50.410122,On or near REEDS WAY,E01019028,Cornwall 020A,Unable to prosecute suspect
54b89bcf2d8babe1f59a141d3afaf8798c4ade6f04ef189acf3aefd3b8b7f8b7,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.527464,50.468914,On or near MARKET STREET,E01015217,Torbay 008A,Suspect charged
2671afa60b411c7818f043a42b35f1ac5c46bb16445c5b8b96fe9c36b2859560,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.723942,50.470947,On or near BEACON HILL MEWS,E01018928,Cornwall 015B,Unable to prosecute suspect
746423ad45eb852e80637d73232c2bf8f8721f2b9c032dd59d9378dcd3496a0f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,,,No location,,,Investigation complete; no suspect identified
c729efafe27c683ee360ae62f553c40ec454320ece00e451f8ff9607cbb3d4c2,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.090269,50.158453,On or near LAMBS LANE,E01018860,Cornwall 062E,Unable to prosecute suspect
85538c11de6404311aad00b935a77bb70ca72a86dbcedd77a5ae55870a5ea7ff,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.537828,50.719246,On or near Pedestrian Subway,E01020016,Exeter 008C,Unable to prosecute suspect
f07c4c874be7a6b356a165ad5cecab6e9fea658f2925160c31740c3e5a44a7fa,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.943981,50.380736,On or near HUNSDON ROAD,E01020159,South Hams 008C,Unable to prosecute suspect
6bdf14248893d7ced8a4e5f3c7a1fb85f4012d704bb87c3509b2d06d01a29dc5,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.461532,50.591767,On or near LAMACRAFT CLOSE,E01020229,Teignbridge 005A,Investigation complete; no suspect identified
f5a3f679fb56028e7bd790e11c72b4eed9fa92db24a5b05a63b4e56d678a4452,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.475616,50.200988,On or near HIGHER TREGENNA ROAD,E01019011,Cornwall 054D,Investigation complete; no suspect identified
62b12e3710f59a645d948df85718a85e3fd06837263ca9a9a5048abee03d3b58,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.135038,50.955769,On or near CALVESFORD CLOSE,E01020307,Torridge 006D,Investigation complete; no suspect identified
a8d208d1a82a0b8f539a3b67766d8bb49b54f137a8d5e37c92e67eacc11c5692,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.096195,50.366192,On or near BLACKBERRY CLOSE,E01015135,Plymouth 031A,Investigation complete; no suspect identified
177014ce0e895ac8215181eb75ef62b6e424876c687a12292cb7fb6ab38fd16f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.593673,50.523148,On or near Supermarket,E01020227,Teignbridge 015D,Investigation complete; no suspect identified
7997fa31f835b3f64c4d3cb6c4238ecfbf91e39bffbc6e1e56104af6c2953d68,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.002207,50.739309,On or near FORE STREET,E01020330,West Devon 002D,Investigation complete; no suspect identified
f4f3d9358ee106c8db2920a5a6f2af3ae5481575b79d92f0280d96ef79a2a023,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.088771,50.413954,On or near WESLEY YARD,E01019028,Cornwall 020A,Investigation complete; no suspect identified
f85842b519c1ea07254e69679a12669a7a398169a522432fa485ee72323e79ac,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.567170,50.479025,On or near TAVY AVENUE,E01015250,Torbay 003B,Investigation complete; no suspect identified
f78ea7ccc7807cbe9f6f4d8c92288c9f18310022cdc3c292870d341a85382206,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.225031,51.131667,On or near JONES'S HILL,E01020109,North Devon 004C,Investigation complete; no suspect identified
b8837a913f16817d59101dea2ce47f79817669fb02f727bf988c386f2aaf4021,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.133403,50.372144,On or near NORTH STREET,E01032657,Plymouth 027F,Investigation complete; no suspect identified
95f348a3ff1e07698542f33050db816c5d29443b32137069769b312dcca5de65,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.743633,50.468775,On or near Parking Area,E01018929,Cornwall 015C,Investigation complete; no suspect identified
e59faddec949a09a61306fa7d51817a3931fb9ae4507b087c2090d1f2665605a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.771752,50.344893,On or near THE COPSE,E01019014,Cornwall 036B,Investigation complete; no suspect identified
210df247cac4fbaef3b81b73cac22d781937d58ca398c2e7a46ff05fe07653da,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.563403,50.448983,On or near LANGDON ROAD,E01015225,Torbay 011B,Unable to prosecute suspect
fb9134f3ec5ab4445413bafdd7f6bd95851e7c6890a9a01696221124fd28212a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.063575,50.405283,On or near MEADOW CLOSE,E01019023,Cornwall 021F,Investigation complete; no suspect identified
7d345841c2456a8dd0c65c4614f42f959351ee141bae936302895061ba2f911c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.611510,50.531572,On or near HALCYON ROAD,E01020218,Teignbridge 014C,Suspect charged
8f7c3d7a5a650ce9fff5b5d76844f0088fe259ae2b5bf009515adbf1f7377682,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.063575,50.405283,On or near MEADOW CLOSE,E01019023,Cornwall 021F,Investigation complete; no suspect identified
d1818b1964416e3ed68570e1a11c78a1dd6ea4e096e1f616abbbdba059dfc7cf,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.055526,50.263022,On or near KENWYN STREET,E01018809,Cornwall 044C,Investigation complete; no suspect identified
32f6e1b2abde7ccf308267d5acaead8b3572ec4440c8df6afae35226e5179ed5,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,On or near LITTLE CASTLE STREET,E01020016,Exeter 008C,Unable to prosecute suspect
fa2c3a32cb3bc0f099e96586603a959b8dbb3983530c0df847b566568ab826eb,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.031384,50.351360,On or near KITLEY VIEW,E01020187,South Hams 009D,Unable to prosecute suspect
24250eac880bfaae6b6ab26e98e89a1685e4a237d2f3118d3fab2ffee8d4a6e4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.913328,50.266011,On or near WARNE CLOSE,E01018845,Cornwall 048A,Suspect charged
620e18f6c49f5a16957e72b37ab7eb5159d13deccfa578578ec9af4497982a95,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.535745,50.477034,On or near CHATTO WAY,E01015259,Torbay 004C,Investigation complete; no suspect identified
45276bbbc452351b09a423f75482742ccb65debfb831a022f2423a2084588b5c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.524976,50.462102,On or near Shopping Area,E01015256,Torbay 008C,Unable to prosecute suspect
d95cfe618ab7a1b5eadf501731c9c822cff771bdf633a1022ddf271b5f56404a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.232048,50.233108,On or near SILVER COURT,E01018914,Cornwall 049C,Offender given a caution
5cc8e626c85e687c04ebb764ce519447c0575a3a0c9aef539fbdc1132dd7824c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.105383,50.385373,On or near FOX FIELD CLOSE,E01015057,Plymouth 021C,Investigation complete; no suspect identified
52a2b5f3fb7caa9ebc777aa0f010289fd058dabbcb0382986e213d777764b20e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.136327,50.372756,On or near Police Station,E01032658,Plymouth 027G,Suspect charged
fd8798050e1a3bf9b7d5d2551897d890e67ac8741c649bb2f7d4177c2a9faf92,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.794538,50.580001,On or near B3314,E01018962,Cornwall 007B,Investigation complete; no suspect identified
64794c433d0626fd99efdb703b46c882446e92dd1c7fcaa804f99d6c94ba4f04,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.301870,50.214923,On or near WELLINGTON ROAD,E01018878,Cornwall 053E,Investigation complete; no suspect identified
7b86c4b03a4fb064bf34cc28da900e44f56773be58c4f1734fa69bc67acd0b43,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.132427,50.378925,On or near HILL PARK CRESCENT,E01015050,Plymouth 023D,Unable to prosecute suspect
c8c8ba3f481b5744ef0ea92f493bea6f88813ed3701c876c8b7d97481968e55d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.999555,50.743582,On or near NORTH ROAD,E01020328,West Devon 002B,Investigation complete; no suspect identified
eea773fd2269b39dae8555fca8599d8ebb8621fd7aa76dbcfcabf028abf7855c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.115659,50.418078,On or near DERRIFORD ROAD,E01015092,Plymouth 005C,Suspect charged
376338ee2506242d73cbef8a6607443ed9213ddccc8b25d8f28b4b60e47bc892,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.136423,50.397425,On or near TORLAND ROAD,E01015101,Plymouth 016E,Suspect charged
c3d27def2e1aa05ad98f0504286e0f896e718bf849a3970ce29ebb57a565322d,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.593298,50.438675,On or near TRELISSICK ROAD,E01015190,Torbay 013A,Unable to prosecute suspect
c0ba619ab2c35b4d62a888a9f2360557f14aa68fd4c660d2d04f22500fd59ba9,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.285056,50.209354,On or near PARK-AN-TANSYS,E01018869,Cornwall 055A,Unable to prosecute suspect
5483d2b52051b4d7aefc585c12165f57ea4271647ccba33a4bd4b6bd0b169985,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.650706,50.568697,On or near MOORLAND GATE,E01020204,Teignbridge 007B,Unable to prosecute suspect
dab11b43f541b397689c3aa55ebb1bec674dde4193acdd71e9844078d027eca6,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.528040,50.391002,On or near COPYTHORNE CLOSE,E01015184,Torbay 017B,Investigation complete; no suspect identified
7d5b1f8ee44769137d9ced5be296227d9e49abf6ed8431e62ebf0a173dd012f6,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.491288,50.130155,On or near Park/Open Space,E01018988,Cornwall 065A,Investigation complete; no suspect identified
be7d42d051fe4b7c698142a77d478e2448bd037879398c3192954887b45a9877,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.514390,50.478240,On or near BABBACOMBE ROAD,E01015240,Torbay 005A,Unable to prosecute suspect
7a96dbd4a1494ca08183161bb5f75f72fe1ea986f1c9c833dc732a70daaf5ae0,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.771104,50.283781,On or near HENACRE ROAD,E01020168,South Hams 010A,Unable to prosecute suspect
6da1e5ce3535768cc3c751e5937a4a48b14ca8437c6de15b0504e7b229a2d3c5,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.543179,50.475910,On or near ARTHINGTON,E01015258,Torbay 004B,Investigation complete; no suspect identified
4a9416e8b4436ed0335fe57b2a90f136b6dc54ccd77bb8e0675708f333dd69c4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.570997,50.485179,On or near EDGINSWELL LANE,E01015250,Torbay 003B,Unable to prosecute suspect
708fecd64230cec5a2d914315b22bd349cb56dbe1005c5354f4bdae50054088c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.549161,50.478268,On or near OLD WOODS HILL,E01015258,Torbay 004B,Unable to prosecute suspect
2cf860cff555f0e3f8c0aad32da6c06ed927f316acd93a5b0fd177e1e771c18e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-5.292044,50.215562,On or near WESLEY STREET,E01018868,Cornwall 052D,Investigation complete; no suspect identified
6004361d14006b18c4514aa26088b67e50c5d7e25d03c9bd75fe53b486e93595,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.131630,50.377789,On or near SEVEN TREES COURT,E01015052,Plymouth 028A,Unable to prosecute suspect
258ac6629f82253d0150cf8f03b4fa5aeb5a48a1629a2131d3c111e4f7d6f3c3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.156718,50.376445,On or near WILTON STREET,E01015172,Plymouth 029F,Suspect charged
258ac6629f82253d0150cf8f03b4fa5aeb5a48a1629a2131d3c111e4f7d6f3c3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.156718,50.376445,On or near WILTON STREET,E01015172,Plymouth 029F,Suspect charged
258ac6629f82253d0150cf8f03b4fa5aeb5a48a1629a2131d3c111e4f7d6f3c3,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.156718,50.376445,On or near WILTON STREET,E01015172,Plymouth 029F,Suspect charged
fd9c0162f808c69d82898acd7eaaeb46ffa137446e47037ddf292b2aed5bb614,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.537093,50.475991,On or near Petrol Station,E01015260,Torbay 004D,Investigation complete; no suspect identified
ca64c3ee1442921f2d212e6340ee35c69b8f58008d857300174ccd39ffa85921,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.538392,50.728223,On or near Further/Higher Educational Building,E01020017,Exeter 008D,Investigation complete; no suspect identified
bb70e58d86ddb38ee1bf8af14a8e28c3843fd35c69b70a75a520c73cd9fef604,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.860959,50.306535,On or near STAKES HILL,E01020147,South Hams 008A,Investigation complete; no suspect identified
543dc0cfdd986e177c227a8c8542e589bcde4da3d1732de4e1344fe011f871ce,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.516614,50.465845,On or near LOWER WARBERRY ROAD,E01015270,Torbay 010D,Unable to prosecute suspect
6097f069bd988c7731733326aa250032c2aeacdcf2898294692668f186742568,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.486404,50.906547,On or near SILVER STREET,E01020048,Mid Devon 005A,Unable to prosecute suspect
d4580aa13cafbc9ddf352ac49c365f92672a2e5cc6552bb328a46c98267e0943,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.150597,50.374813,On or near MELBOURNE STREET,E01015153,Plymouth 029B,Offender given a caution
bff8b2b3af64743c8565c387d2b955d977b1154e5f073eda82bf9428577c5f6e,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.356676,50.813834,On or near OAK COURT,E01020294,Torridge 008C,Unable to prosecute suspect
ac17db99ac13068d4c9bf9e7798dd04bb830e4699dc9712271141396d3c352d8,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.997882,50.740921,On or near WONNACOTT'S ROAD,E01020328,West Devon 002B,Unable to prosecute suspect
a7f7204b7c8134ee83eb8edae9997565597d26d29158748d75017251d69f12e4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.405530,50.859302,On or near TRUMPS ORCHARD,E01020054,Mid Devon 007A,Unable to prosecute suspect
c6883a69e6a1b4c747f3fdaaec93e9839c16aeaa2df0e892783e68e4c083ec0a,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.116146,51.210132,On or near BROAD STREET,E01020112,North Devon 001B,Unable to prosecute suspect
2981eaf7c80c6d3ee9bdcd20072d467586a2187d995d338b891ebc4e0631dbd6,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.378358,50.891398,On or near LLOYD MAUNDER ROAD,E01020064,Mid Devon 006D,Investigation complete; no suspect identified
d57a03c8caa274c64499b556c68626d4b9635cf0cec1b3e03ab383fb32481256,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.605336,50.805939,On or near Park/Open Space,E01020068,Mid Devon 010A,Investigation complete; no suspect identified
8b011d60d484e53f4a3bdda17e250815f1621fed5ca001e604d62690fa1be716,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.501841,50.718645,On or near BUTTS ROAD,E01020013,Exeter 013C,Unable to prosecute suspect
1f769c80ec0111f0376c9bc3f140281311f3b0dc745710664b0085a6ee740eed,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.203159,51.188020,On or near CHANNEL VIEW,E01020108,North Devon 004B,Investigation complete; no suspect identified
509461ed5fccf0805fe535a346132370a05cc582851d91cd15d2803def0690b4,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.123062,51.208594,On or near Shopping Area,E01020113,North Devon 003A,Unable to prosecute suspect
762146ab8b69fefd040060432aa93a6a9cdc3248fe19f218c6d62cbc1d124ce6,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.491723,50.695806,On or near GLASSHOUSE LANE,E01020012,Exeter 015B,Unable to prosecute suspect
5fda58ef8dceee80f2d317e7e5f7a9ad43a3ca9051a450a94b3fe36d9db2569f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.120864,51.207816,On or near OXFORD GROVE,E01020112,North Devon 001B,Investigation complete; no suspect identified
fa08036e1a248f2c478c2610bda4aae63a3ccba97aba28cb4bce412334c5243c,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,On or near LITTLE CASTLE STREET,E01020016,Exeter 008C,Investigation complete; no suspect identified
b1495b0135f39eec0a2f80f6d44b2c6180bfa2b4923eae2bc204caa44787d291,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.529135,50.725494,On or near LITTLE CASTLE STREET,E01020016,Exeter 008C,Investigation complete; no suspect identified
dc91387f832806cdbbefe0f70c369e5f206f3efdc34e249956642c2c2cba9354,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.960450,50.557463,On or near B3357,E01020323,West Devon 003C,Investigation complete; no suspect identified
5249b3adffaae02a5fca8fc86ff45b27a483b12b6182df3817fd257292c84d8f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.519737,50.729277,On or near BLACKBOY ROAD,E01019994,Exeter 008A,Investigation complete; no suspect identified
ef5b583ad058cee1bcfe01b41d672fc7f6b47344bdc416f10a47e183899927e5,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.382249,50.635264,On or near DINAN WAY,E01019924,East Devon 018E,Unable to prosecute suspect
2dfe7ce6fc1d5718129ea979f733797949b3ad2eab7de180daa6e3308fb82e99,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.206842,51.020222,On or near WILLET STREET,E01020282,Torridge 003C,Unable to prosecute suspect
899feae516fa7f35e56b9dd2e78e11b0acb76b664d08fd9bdefa666e72151d80,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.091541,51.073373,On or near LOWER CROSS ROAD,E01020086,North Devon 012C,Unable to prosecute suspect
d817c11818323070c899952d96c2ddac331d6722a4292952947f97bb9b53584b,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.206842,51.020222,On or near WILLET STREET,E01020282,Torridge 003C,Unable to prosecute suspect
085911f6989bb8b5bd7625e4fc1351ac1b998693461bb52bf907d91eaf515432,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-4.353735,50.810386,On or near VICTORIA SQUARE,E01020293,Torridge 008B,Unable to prosecute suspect
42e33f14402bcb2be98ac97fecfeb5bf06efacee97f1f345a8a9337f95641b68,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.196239,50.802139,On or near LEE CLOSE,E01019932,East Devon 002B,Unable to prosecute suspect
dfe59ca08c70cb6623e0552192f44ad882b861fadf9148977765f453bebea06f,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.386819,50.639689,On or near LITTLE MEADOW,E01019907,East Devon 015D,Unable to prosecute suspect
b565184822fe30e112e45559325cb4d4af26391a998c980c7188fb242af70dea,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.662004,50.791026,On or near BELLE COURT,E01020060,Mid Devon 011C,Investigation complete; no suspect identified
a54aff663528a5297a31c1c7bdc9b636e4e15a17c9deeecd058bb5b8e72d2be2,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.646502,50.783925,On or near Petrol Station,E01020041,Mid Devon 011A,Investigation complete; no suspect identified
db9724016aed47185ff9eb8927e5cfb92a5bf9f26375bba59b7e6fd79d287292,2020-07,Devon & Cornwall Police,Devon & Cornwall Police,-3.532806,50.725526,On or near NORTHERNHAY GATE,E01020017,Exeter 008D,Investigation complete; no suspect identified
